revenue_id,usage_id,job_id,asset_id,equipment_type,usage_date,actual_hours,billable_hours,rate_used_cents,rate_source,hire_revenue_cents,float_applied_cents,total_revenue_cents,gst_output_cents,tax_code,bas_g1_cents,bas_1a_cents
REV00193,USE01288,JOB0037,LD002,Loader 4m,2026-01-29,9.5,9.5,18000,Rate card,171000,70000,241000,24100,GST,241000,24100
REV00194,USE01290,JOB0038,CP001,Compactor 815F,2026-01-29,7.5,7.5,23000,Rate card,172500,80000,252500,25250,GST,252500,25250
REV00195,USE01300,JOB0038,DT001,Dump Truck 30T,2026-01-29,7.5,8.0,18500,Rate card,148000,70000,218000,21800,GST,218000,21800
REV00196,USE01412,JOB0040,EX005,50T Excavator,2026-01-29,8.5,8.5,21000,Rate card,178500,0,178500,17850,GST,178500,17850
REV00197,USE01384,JOB0040,GR001,Grader 12M,2026-01-29,9.5,9.5,19000,Rate card,180500,0,180500,18050,GST,180500,18050
REV00198,USE01398,JOB0040,LD002,Loader 4m,2026-01-29,11.0,11.0,16522,Override,181742,70000,251742,25174,GST,251742,25174
REV00199,USE01237,JOB0037,CP001,Compactor 815F,2026-01-30,11.0,11.0,23000,Rate card,253000,80000,333000,33300,GST,333000,33300
REV00200,USE01250,JOB0037,DT001,Dump Truck 30T,2026-01-30,7.5,8.0,18500,Rate card,148000,70000,218000,21800,GST,218000,21800
REV00201,USE01276,JOB0037,EX002,20T Excavator,2026-01-30,7.5,7.5,15000,Rate card,112500,0,112500,11250,GST,112500,11250
REV00202,USE01263,JOB0037,EX003,26T Excavator,2026-01-30,8.0,8.0,15000,Rate card,120000,0,120000,12000,GST,120000,12000
REV00203,USE01289,JOB0037,LD002,Loader 4m,2026-01-30,10.0,10.0,18000,Rate card,180000,70000,250000,25000,GST,250000,25000
REV00204,USE01291,JOB0038,CP001,Compactor 815F,2026-01-30,7.5,8.0,23000,Rate card,184000,80000,264000,26400,GST,264000,26400
REV00205,USE01301,JOB0038,DT001,Dump Truck 30T,2026-01-30,7.5,8.0,18500,Rate card,148000,70000,218000,21800,GST,218000,21800
REV00206,USE01413,JOB0040,EX005,50T Excavator,2026-01-30,10.0,10.0,21000,Rate card,210000,0,210000,21000,GST,210000,21000
REV00207,USE01385,JOB0040,GR001,Grader 12M,2026-01-30,10.0,10.0,19000,Rate card,190000,0,190000,19000,GST,190000,19000
REV00208,USE01399,JOB0040,LD002,Loader 4m,2026-01-30,8.5,8.5,16522,Override,140437,70000,210437,21044,GST,210437,21044
REV00209,USE01292,JOB0038,CP001,Compactor 815F,2026-01-31,8.0,8.0,23000,Rate card,184000,0,184000,18400,GST,184000,18400
REV00210,USE01302,JOB0038,DT001,Dump Truck 30T,2026-01-31,8.5,8.5,18500,Rate card,157250,0,157250,15725,GST,157250,15725
REV00211,USE01414,JOB0040,EX005,50T Excavator,2026-01-31,7.0,8.0,21000,Rate card,168000,0,168000,16800,GST,168000,16800
REV00212,USE01386,JOB0040,GR001,Grader 12M,2026-01-31,8.5,8.5,19000,Rate card,161500,0,161500,16150,GST,161500,16150
REV00213,USE01400,JOB0040,LD002,Loader 4m,2026-01-31,7.0,8.0,16522,Override,132176,0,132176,13218,GST,132176,13218
REV00214,USE01293,JOB0038,CP001,Compactor 815F,2026-02-02,12.0,12.0,23000,Rate card,276000,0,276000,27600,GST,276000,27600
REV00215,USE01303,JOB0038,DT001,Dump Truck 30T,2026-02-02,9.5,9.5,18500,Rate card,175750,0,175750,17575,GST,175750,17575
REV00216,USE01415,JOB0040,EX005,50T Excavator,2026-02-02,11.0,11.0,21000,Rate card,231000,0,231000,23100,GST,231000,23100
REV00217,USE01387,JOB0040,GR001,Grader 12M,2026-02-02,8.5,8.5,19000,Rate card,161500,0,161500,16150,GST,161500,16150
REV00218,USE01401,JOB0040,LD002,Loader 4m,2026-02-02,8.5,8.5,16522,Override,140437,0,140437,14044,GST,140437,14044
REV00219,USE01294,JOB0038,CP001,Compactor 815F,2026-02-03,8.5,8.5,23000,Rate card,195500,0,195500,19550,GST,195500,19550
REV00220,USE01304,JOB0038,DT001,Dump Truck 30T,2026-02-03,9.0,9.0,18500,Rate card,166500,0,166500,16650,GST,166500,16650
REV00221,USE01416,JOB0040,EX005,50T Excavator,2026-02-03,8.5,8.5,21000,Rate card,178500,0,178500,17850,GST,178500,17850
REV00222,USE01388,JOB0040,GR001,Grader 12M,2026-02-03,9.5,9.5,19000,Rate card,180500,0,180500,18050,GST,180500,18050
REV00223,USE01402,JOB0040,LD002,Loader 4m,2026-02-03,6.0,8.0,16522,Override,132176,0,132176,13218,GST,132176,13218
REV00224,USE01295,JOB0038,CP001,Compactor 815F,2026-02-04,10.0,10.0,23000,Rate card,230000,0,230000,23000,GST,230000,23000
REV00225,USE01305,JOB0038,DT001,Dump Truck 30T,2026-02-04,8.5,8.5,18500,Rate card,157250,0,157250,15725,GST,157250,15725
REV00226,USE01417,JOB0040,EX005,50T Excavator,2026-02-04,7.5,8.0,21000,Rate card,168000,0,168000,16800,GST,168000,16800
REV00227,USE01389,JOB0040,GR001,Grader 12M,2026-02-04,9.0,9.0,19000,Rate card,171000,0,171000,17100,GST,171000,17100
REV00228,USE01403,JOB0040,LD002,Loader 4m,2026-02-04,8.0,8.0,16522,Override,132176,0,132176,13218,GST,132176,13218
REV00229,USE01296,JOB0038,CP001,Compactor 815F,2026-02-05,8.5,8.5,23000,Rate card,195500,0,195500,19550,GST,195500,19550
REV00230,USE01306,JOB0038,DT001,Dump Truck 30T,2026-02-05,8.5,8.5,18500,Rate card,157250,0,157250,15725,GST,157250,15725
REV00231,USE01418,JOB0040,EX005,50T Excavator,2026-02-05,7.5,8.0,21000,Rate card,168000,0,168000,16800,GST,168000,16800
REV00232,USE01390,JOB0040,GR001,Grader 12M,2026-02-05,10.0,10.0,19000,Rate card,190000,0,190000,19000,GST,190000,19000
REV00233,USE01404,JOB0040,LD002,Loader 4m,2026-02-05,9.0,9.0,16522,Override,148698,0,148698,14870,GST,148698,14870
REV00234,USE01297,JOB0038,CP001,Compactor 815F,2026-02-06,10.0,10.0,23000,Rate card,230000,0,230000,23000,GST,230000,23000
REV00235,USE01307,JOB0038,DT001,Dump Truck 30T,2026-02-06,9.5,9.5,18500,Rate card,175750,0,175750,17575,GST,175750,17575
REV00236,USE01419,JOB0040,EX005,50T Excavator,2026-02-06,8.0,8.0,21000,Rate card,168000,0,168000,16800,GST,168000,16800
REV00237,USE01391,JOB0040,GR001,Grader 12M,2026-02-06,9.5,9.5,19000,Rate card,180500,0,180500,18050,GST,180500,18050
REV00238,USE01405,JOB0040,LD002,Loader 4m,2026-02-06,8.0,8.0,16522,Override,132176,0,132176,13218,GST,132176,13218
REV00239,USE01298,JOB0038,CP001,Compactor 815F,2026-02-07,11.0,11.0,23000,Rate card,253000,0,253000,25300,GST,253000,25300
REV00240,USE01308,JOB0038,DT001,Dump Truck 30T,2026-02-07,10.0,10.0,18500,Rate card,185000,0,185000,18500,GST,185000,18500
REV00241,USE00649,JOB0020,EX001,13T Excavator,2026-02-09,8.5,8.5,14000,Rate card,119000,50000,169000,16900,GST,169000,16900
REV00242,USE00673,JOB0020,EX005,50T Excavator,2026-02-09,10.5,10.5,21000,Rate card,220500,90000,310500,31050,GST,310500,31050
REV00243,USE00661,JOB0020,GR001,Grader 12M,2026-02-09,10.5,10.5,19000,Rate card,199500,80000,279500,27950,GST,279500,27950
REV00244,USE01299,JOB0038,CP001,Compactor 815F,2026-02-09,8.5,8.5,23000,Rate card,195500,0,195500,19550,GST,195500,19550
REV00245,USE01309,JOB0038,DT001,Dump Truck 30T,2026-02-09,10.5,10.5,18500,Rate card,194250,0,194250,19425,GST,194250,19425
REV00246,USE00650,JOB0020,EX001,13T Excavator,2026-02-10,12.0,12.0,14000,Rate card,168000,0,168000,16800,GST,168000,16800
REV00247,USE00674,JOB0020,EX005,50T Excavator,2026-02-10,8.5,8.5,21000,Rate card,178500,0,178500,17850,GST,178500,17850
REV00248,USE00662,JOB0020,GR001,Grader 12M,2026-02-10,8.5,8.5,19000,Rate card,161500,0,161500,16150,GST,161500,16150
REV00249,USE00651,JOB0020,EX001,13T Excavator,2026-02-11,8.5,8.5,14000,Rate card,119000,0,119000,11900,GST,119000,11900
REV00250,USE00675,JOB0020,EX005,50T Excavator,2026-02-11,11.5,11.5,21000,Rate card,241500,0,241500,24150,GST,241500,24150
REV00251,USE00663,JOB0020,GR001,Grader 12M,2026-02-11,6.5,8.0,19000,Rate card,152000,0,152000,15200,GST,152000,15200
REV00252,USE00652,JOB0020,EX001,13T Excavator,2026-02-12,9.5,9.5,14000,Rate card,133000,0,133000,13300,GST,133000,13300
REV00253,USE00676,JOB0020,EX005,50T Excavator,2026-02-12,9.5,9.5,21000,Rate card,199500,0,199500,19950,GST,199500,19950
REV00254,USE00664,JOB0020,GR001,Grader 12M,2026-02-12,9.5,9.5,19000,Rate card,180500,0,180500,18050,GST,180500,18050
REV00255,USE00653,JOB0020,EX001,13T Excavator,2026-02-13,11.5,11.5,14000,Rate card,161000,0,161000,16100,GST,161000,16100
REV00256,USE00677,JOB0020,EX005,50T Excavator,2026-02-13,10.0,10.0,21000,Rate card,210000,0,210000,21000,GST,210000,21000
REV00257,USE00665,JOB0020,GR001,Grader 12M,2026-02-13,8.5,8.5,19000,Rate card,161500,0,161500,16150,GST,161500,16150
REV00258,USE00654,JOB0020,EX001,13T Excavator,2026-02-14,9.5,9.5,14000,Rate card,133000,0,133000,13300,GST,133000,13300
REV00259,USE00678,JOB0020,EX005,50T Excavator,2026-02-14,10.5,10.5,21000,Rate card,220500,0,220500,22050,GST,220500,22050
REV00260,USE00666,JOB0020,GR001,Grader 12M,2026-02-14,9.5,9.5,19000,Rate card,180500,0,180500,18050,GST,180500,18050
REV00261,USE00655,JOB0020,EX001,13T Excavator,2026-02-16,8.0,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00262,USE00679,JOB0020,EX005,50T Excavator,2026-02-16,8.5,8.5,21000,Rate card,178500,0,178500,17850,GST,178500,17850
REV00263,USE00667,JOB0020,GR001,Grader 12M,2026-02-16,10.0,10.0,19000,Rate card,190000,0,190000,19000,GST,190000,19000
REV00264,USE00685,JOB0021,DZ001,Dozer D6,2026-02-16,8.5,8.5,23000,Rate card,195500,90000,285500,28550,GST,285500,28550
REV00265,USE00701,JOB0021,EX003,26T Excavator,2026-02-16,12.0,12.0,15000,Rate card,180000,65000,245000,24500,GST,245000,24500
REV00266,USE00693,JOB0021,EX004,35T Excavator,2026-02-16,8.5,8.5,17000,Rate card,144500,0,144500,14450,GST,144500,14450
REV00267,USE00697,JOB0021,EX005,50T Excavator,2026-02-16,11.5,11.5,23989,Override,275874,90000,365874,36587,GST,365874,36587
REV00268,USE00689,JOB0021,LD001,Loader 3m,2026-02-16,9.5,9.5,16000,Rate card,152000,65000,217000,21700,GST,217000,21700
REV00269,USE00656,JOB0020,EX001,13T Excavator,2026-02-17,8.0,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00270,USE00680,JOB0020,EX005,50T Excavator,2026-02-17,10.0,10.0,21000,Rate card,210000,90000,300000,30000,GST,300000,30000
REV00271,USE00668,JOB0020,GR001,Grader 12M,2026-02-17,11.5,11.5,19000,Rate card,218500,0,218500,21850,GST,218500,21850
REV00272,USE00686,JOB0021,DZ001,Dozer D6,2026-02-17,9.0,9.0,23000,Rate card,207000,0,207000,20700,GST,207000,20700
REV00273,USE00702,JOB0021,EX003,26T Excavator,2026-02-17,8.5,8.5,15000,Rate card,127500,0,127500,12750,GST,127500,12750
REV00274,USE00694,JOB0021,EX004,35T Excavator,2026-02-17,7.0,8.0,17000,Rate card,136000,0,136000,13600,GST,136000,13600
REV00275,USE00698,JOB0021,EX005,50T Excavator,2026-02-17,9.5,9.5,23989,Override,227896,90000,317896,31790,GST,317896,31790
REV00276,USE00690,JOB0021,LD001,Loader 3m,2026-02-17,6.0,6.0,16000,Rate card,96000,0,96000,9600,GST,96000,9600
REV00277,USE00533,JOB0017,BC001,Bobcat+8T Tipper,2026-02-18,11.0,11.0,14500,Rate card,159500,50000,209500,20950,GST,209500,20950
REV00278,USE00505,JOB0017,DZ001,Dozer D6,2026-02-18,9.5,9.5,23000,Rate card,218500,0,218500,21850,GST,218500,21850
REV00279,USE00547,JOB0017,EX001,13T Excavator,2026-02-18,11.5,11.5,14000,Rate card,161000,50000,211000,21100,GST,211000,21100
REV00280,USE00561,JOB0017,EX002,20T Excavator,2026-02-18,10.5,10.5,15000,Rate card,157500,60000,217500,21750,GST,217500,21750
REV00281,USE00519,JOB0017,EX003,26T Excavator,2026-02-18,10.0,10.0,15000,Rate card,150000,0,150000,15000,GST,150000,15000
REV00282,USE00657,JOB0020,EX001,13T Excavator,2026-02-18,7.0,8.0,14000,Rate card,112000,50000,162000,16200,GST,162000,16200
REV00283,USE00681,JOB0020,EX005,50T Excavator,2026-02-18,8.0,8.0,21000,Rate card,168000,90000,258000,25800,GST,258000,25800
REV00284,USE00669,JOB0020,GR001,Grader 12M,2026-02-18,8.5,8.5,19000,Rate card,161500,0,161500,16150,GST,161500,16150
REV00285,USE00687,JOB0021,DZ001,Dozer D6,2026-02-18,8.5,8.5,23000,Rate card,195500,0,195500,19550,GST,195500,19550
REV00286,USE00703,JOB0021,EX003,26T Excavator,2026-02-18,8.5,8.5,15000,Rate card,127500,0,127500,12750,GST,127500,12750
REV00287,USE00695,JOB0021,EX004,35T Excavator,2026-02-18,11.5,11.5,17000,Rate card,195500,0,195500,19550,GST,195500,19550
REV00288,USE00699,JOB0021,EX005,50T Excavator,2026-02-18,8.0,8.0,23989,Override,191912,90000,281912,28191,GST,281912,28191
REV00289,USE00691,JOB0021,LD001,Loader 3m,2026-02-18,10.0,10.0,16000,Rate card,160000,0,160000,16000,GST,160000,16000
REV00290,USE00534,JOB0017,BC001,Bobcat+8T Tipper,2026-02-19,11.5,11.5,14500,Rate card,166750,0,166750,16675,GST,166750,16675
REV00291,USE00506,JOB0017,DZ001,Dozer D6,2026-02-19,11.5,11.5,23000,Rate card,264500,0,264500,26450,GST,264500,26450
REV00292,USE00548,JOB0017,EX001,13T Excavator,2026-02-19,9.0,9.0,14000,Rate card,126000,50000,176000,17600,GST,176000,17600
REV00293,USE00562,JOB0017,EX002,20T Excavator,2026-02-19,9.0,9.0,15000,Rate card,135000,0,135000,13500,GST,135000,13500
REV00294,USE00520,JOB0017,EX003,26T Excavator,2026-02-19,7.5,8.0,15000,Rate card,120000,0,120000,12000,GST,120000,12000
REV00295,USE00658,JOB0020,EX001,13T Excavator,2026-02-19,10.0,10.0,14000,Rate card,140000,50000,190000,19000,GST,190000,19000
REV00296,USE00682,JOB0020,EX005,50T Excavator,2026-02-19,11.0,11.0,21000,Rate card,231000,90000,321000,32100,GST,321000,32100
REV00297,USE00670,JOB0020,GR001,Grader 12M,2026-02-19,8.5,8.5,19000,Rate card,161500,0,161500,16150,GST,161500,16150
REV00298,USE00688,JOB0021,DZ001,Dozer D6,2026-02-19,9.5,9.5,23000,Rate card,218500,0,218500,21850,GST,218500,21850
REV00299,USE00704,JOB0021,EX003,26T Excavator,2026-02-19,8.5,8.5,15000,Rate card,127500,0,127500,12750,GST,127500,12750
REV00300,USE00696,JOB0021,EX004,35T Excavator,2026-02-19,8.5,8.5,17000,Rate card,144500,0,144500,14450,GST,144500,14450
REV00301,USE00700,JOB0021,EX005,50T Excavator,2026-02-19,10.0,10.0,23989,Override,239890,90000,329890,32989,GST,329890,32989
REV00302,USE00692,JOB0021,LD001,Loader 3m,2026-02-19,9.0,9.0,16000,Rate card,144000,0,144000,14400,GST,144000,14400
REV00303,USE00535,JOB0017,BC001,Bobcat+8T Tipper,2026-02-20,11.5,11.5,14500,Rate card,166750,0,166750,16675,GST,166750,16675
REV00304,USE00507,JOB0017,DZ001,Dozer D6,2026-02-20,7.5,7.5,23000,Rate card,172500,0,172500,17250,GST,172500,17250
REV00305,USE00549,JOB0017,EX001,13T Excavator,2026-02-20,11.0,11.0,14000,Rate card,154000,50000,204000,20400,GST,204000,20400
REV00306,USE00563,JOB0017,EX002,20T Excavator,2026-02-20,8.5,8.5,15000,Rate card,127500,0,127500,12750,GST,127500,12750
REV00307,USE00521,JOB0017,EX003,26T Excavator,2026-02-20,7.5,8.0,15000,Rate card,120000,0,120000,12000,GST,120000,12000
REV00308,USE00659,JOB0020,EX001,13T Excavator,2026-02-20,10.5,10.5,14000,Rate card,147000,50000,197000,19700,GST,197000,19700
REV00309,USE00683,JOB0020,EX005,50T Excavator,2026-02-20,9.0,9.0,21000,Rate card,189000,90000,279000,27900,GST,279000,27900
REV00310,USE00671,JOB0020,GR001,Grader 12M,2026-02-20,8.5,8.5,19000,Rate card,161500,0,161500,16150,GST,161500,16150
REV00311,USE00536,JOB0017,BC001,Bobcat+8T Tipper,2026-02-21,8.0,8.0,14500,Rate card,116000,0,116000,11600,GST,116000,11600
REV00312,USE00508,JOB0017,DZ001,Dozer D6,2026-02-21,8.5,8.5,23000,Rate card,195500,0,195500,19550,GST,195500,19550
REV00313,USE00550,JOB0017,EX001,13T Excavator,2026-02-21,10.0,10.0,14000,Rate card,140000,50000,190000,19000,GST,190000,19000
REV00314,USE00564,JOB0017,EX002,20T Excavator,2026-02-21,9.5,9.5,15000,Rate card,142500,0,142500,14250,GST,142500,14250
REV00315,USE00522,JOB0017,EX003,26T Excavator,2026-02-21,10.5,10.5,15000,Rate card,157500,0,157500,15750,GST,157500,15750
REV00316,USE00660,JOB0020,EX001,13T Excavator,2026-02-21,12.0,12.0,14000,Rate card,168000,50000,218000,21800,GST,218000,21800
REV00317,USE00684,JOB0020,EX005,50T Excavator,2026-02-21,9.0,9.0,21000,Rate card,189000,0,189000,18900,GST,189000,18900
REV00318,USE00672,JOB0020,GR001,Grader 12M,2026-02-21,9.5,9.5,19000,Rate card,180500,0,180500,18050,GST,180500,18050
REV00319,USE00537,JOB0017,BC001,Bobcat+8T Tipper,2026-02-23,7.5,8.0,14500,Rate card,116000,0,116000,11600,GST,116000,11600
REV00320,USE00509,JOB0017,DZ001,Dozer D6,2026-02-23,10.0,10.0,23000,Rate card,230000,0,230000,23000,GST,230000,23000
REV00321,USE00551,JOB0017,EX001,13T Excavator,2026-02-23,8.5,8.5,14000,Rate card,119000,50000,169000,16900,GST,169000,16900
REV00322,USE00565,JOB0017,EX002,20T Excavator,2026-02-23,7.5,8.0,15000,Rate card,120000,0,120000,12000,GST,120000,12000
REV00323,USE00523,JOB0017,EX003,26T Excavator,2026-02-23,9.5,9.5,15000,Rate card,142500,0,142500,14250,GST,142500,14250
REV00324,USE00538,JOB0017,BC001,Bobcat+8T Tipper,2026-02-24,9.5,9.5,14500,Rate card,137750,0,137750,13775,GST,137750,13775
REV00325,USE00510,JOB0017,DZ001,Dozer D6,2026-02-24,8.5,8.5,23000,Rate card,195500,0,195500,19550,GST,195500,19550
REV00326,USE00552,JOB0017,EX001,13T Excavator,2026-02-24,7.5,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00327,USE00566,JOB0017,EX002,20T Excavator,2026-02-24,10.5,10.5,15000,Rate card,157500,0,157500,15750,GST,157500,15750
REV00328,USE00524,JOB0017,EX003,26T Excavator,2026-02-24,10.5,10.5,15000,Rate card,157500,0,157500,15750,GST,157500,15750
REV00329,USE00802,JOB0025,BC001,Bobcat+8T Tipper,2026-02-24,11.0,11.0,14500,Rate card,159500,50000,209500,20950,GST,209500,20950
REV00330,USE00785,JOB0025,DZ001,Dozer D6,2026-02-24,8.0,8.0,23000,Rate card,184000,90000,274000,27400,GST,274000,27400
REV00331,USE00539,JOB0017,BC001,Bobcat+8T Tipper,2026-02-25,7.0,8.0,14500,Rate card,116000,50000,166000,16600,GST,166000,16600
REV00332,USE00511,JOB0017,DZ001,Dozer D6,2026-02-25,8.5,8.5,23000,Rate card,195500,90000,285500,28550,GST,285500,28550
REV00333,USE00553,JOB0017,EX001,13T Excavator,2026-02-25,10.0,10.0,14000,Rate card,140000,0,140000,14000,GST,140000,14000
REV00334,USE00567,JOB0017,EX002,20T Excavator,2026-02-25,12.0,12.0,15000,Rate card,180000,0,180000,18000,GST,180000,18000
REV00335,USE00525,JOB0017,EX003,26T Excavator,2026-02-25,11.0,11.0,15000,Rate card,165000,0,165000,16500,GST,165000,16500
REV00336,USE00803,JOB0025,BC001,Bobcat+8T Tipper,2026-02-25,8.5,8.5,14500,Rate card,123250,50000,173250,17325,GST,173250,17325
REV00337,USE00786,JOB0025,DZ001,Dozer D6,2026-02-25,10.5,10.5,23000,Rate card,241500,90000,331500,33150,GST,331500,33150
REV00338,USE00540,JOB0017,BC001,Bobcat+8T Tipper,2026-02-26,10.0,10.0,14500,Rate card,145000,50000,195000,19500,GST,195000,19500
REV00339,USE00512,JOB0017,DZ001,Dozer D6,2026-02-26,9.0,9.0,23000,Rate card,207000,90000,297000,29700,GST,297000,29700
REV00340,USE00554,JOB0017,EX001,13T Excavator,2026-02-26,8.5,8.5,14000,Rate card,119000,0,119000,11900,GST,119000,11900
REV00341,USE00568,JOB0017,EX002,20T Excavator,2026-02-26,10.5,10.5,15000,Rate card,157500,0,157500,15750,GST,157500,15750
REV00342,USE00526,JOB0017,EX003,26T Excavator,2026-02-26,8.0,8.0,15000,Rate card,120000,0,120000,12000,GST,120000,12000
REV00343,USE00804,JOB0025,BC001,Bobcat+8T Tipper,2026-02-26,8.5,8.5,14500,Rate card,123250,50000,173250,17325,GST,173250,17325
REV00344,USE00787,JOB0025,DZ001,Dozer D6,2026-02-26,10.0,10.0,23000,Rate card,230000,90000,320000,32000,GST,320000,32000
REV00345,USE00541,JOB0017,BC001,Bobcat+8T Tipper,2026-02-27,9.5,9.5,14500,Rate card,137750,50000,187750,18775,GST,187750,18775
REV00346,USE00513,JOB0017,DZ001,Dozer D6,2026-02-27,10.5,10.5,23000,Rate card,241500,90000,331500,33150,GST,331500,33150
REV00347,USE00555,JOB0017,EX001,13T Excavator,2026-02-27,8.5,8.5,14000,Rate card,119000,0,119000,11900,GST,119000,11900
REV00348,USE00569,JOB0017,EX002,20T Excavator,2026-02-27,9.0,9.0,15000,Rate card,135000,0,135000,13500,GST,135000,13500
REV00349,USE00527,JOB0017,EX003,26T Excavator,2026-02-27,8.5,8.5,15000,Rate card,127500,0,127500,12750,GST,127500,12750
REV00350,USE00805,JOB0025,BC001,Bobcat+8T Tipper,2026-02-27,9.5,9.5,14500,Rate card,137750,50000,187750,18775,GST,187750,18775
REV00351,USE00788,JOB0025,DZ001,Dozer D6,2026-02-27,11.5,11.5,23000,Rate card,264500,90000,354500,35450,GST,354500,35450
REV00352,USE00542,JOB0017,BC001,Bobcat+8T Tipper,2026-02-28,8.0,8.0,14500,Rate card,116000,50000,166000,16600,GST,166000,16600
REV00353,USE00514,JOB0017,DZ001,Dozer D6,2026-02-28,9.0,9.0,23000,Rate card,207000,90000,297000,29700,GST,297000,29700
REV00354,USE00556,JOB0017,EX001,13T Excavator,2026-02-28,8.0,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00355,USE00570,JOB0017,EX002,20T Excavator,2026-02-28,8.0,8.0,15000,Rate card,120000,0,120000,12000,GST,120000,12000
REV00356,USE00528,JOB0017,EX003,26T Excavator,2026-02-28,9.0,9.0,15000,Rate card,135000,0,135000,13500,GST,135000,13500
REV00357,USE00806,JOB0025,BC001,Bobcat+8T Tipper,2026-02-28,9.5,9.5,14500,Rate card,137750,50000,187750,18775,GST,187750,18775
REV00358,USE00789,JOB0025,DZ001,Dozer D6,2026-02-28,10.5,10.5,23000,Rate card,241500,90000,331500,33150,GST,331500,33150
REV00359,USE00543,JOB0017,BC001,Bobcat+8T Tipper,2026-03-02,7.5,8.0,14500,Rate card,116000,50000,166000,16600,GST,166000,16600
REV00360,USE00515,JOB0017,DZ001,Dozer D6,2026-03-02,7.0,8.0,23000,Rate card,184000,90000,274000,27400,GST,274000,27400
REV00361,USE00557,JOB0017,EX001,13T Excavator,2026-03-02,10.5,10.5,14000,Rate card,147000,0,147000,14700,GST,147000,14700
REV00362,USE00571,JOB0017,EX002,20T Excavator,2026-03-02,8.0,8.0,15000,Rate card,120000,0,120000,12000,GST,120000,12000
REV00363,USE00529,JOB0017,EX003,26T Excavator,2026-03-02,8.0,8.0,15000,Rate card,120000,0,120000,12000,GST,120000,12000
REV00364,USE00807,JOB0025,BC001,Bobcat+8T Tipper,2026-03-02,10.0,10.0,14500,Rate card,145000,50000,195000,19500,GST,195000,19500
REV00365,USE00790,JOB0025,DZ001,Dozer D6,2026-03-02,9.0,9.0,23000,Rate card,207000,90000,297000,29700,GST,297000,29700
REV00366,USE00544,JOB0017,BC001,Bobcat+8T Tipper,2026-03-03,9.0,9.0,14500,Rate card,130500,50000,180500,18050,GST,180500,18050
REV00367,USE00516,JOB0017,DZ001,Dozer D6,2026-03-03,7.0,8.0,23000,Rate card,184000,90000,274000,27400,GST,274000,27400
REV00368,USE00558,JOB0017,EX001,13T Excavator,2026-03-03,8.0,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00369,USE00572,JOB0017,EX002,20T Excavator,2026-03-03,6.0,6.0,15000,Rate card,90000,0,90000,9000,GST,90000,9000
REV00370,USE00530,JOB0017,EX003,26T Excavator,2026-03-03,10.5,10.5,15000,Rate card,157500,0,157500,15750,GST,157500,15750
REV00371,USE00808,JOB0025,BC001,Bobcat+8T Tipper,2026-03-03,9.0,9.0,14500,Rate card,130500,50000,180500,18050,GST,180500,18050
REV00372,USE00791,JOB0025,DZ001,Dozer D6,2026-03-03,7.0,8.0,23000,Rate card,184000,90000,274000,27400,GST,274000,27400
REV00373,USE00545,JOB0017,BC001,Bobcat+8T Tipper,2026-03-04,11.0,11.0,14500,Rate card,159500,50000,209500,20950,GST,209500,20950
REV00374,USE00517,JOB0017,DZ001,Dozer D6,2026-03-04,9.5,9.5,23000,Rate card,218500,90000,308500,30850,GST,308500,30850
REV00375,USE00559,JOB0017,EX001,13T Excavator,2026-03-04,7.0,8.0,14000,Rate card,112000,0,112000,11200,GST,112000,11200
REV00376,USE00573,JOB0017,EX002,20T Excavator,2026-03-04,9.0,9.0,15000,Rate card,135000,0,135000,13500,GST,135000,13500
REV00377,USE00531,JOB0017,EX003,26T Excavator,2026-03-04,8.0,8.0,15000,Rate card,120000,0,120000,12000,GST,120000,12000
REV00378,USE00809,JOB0025,BC001,Bobcat+8T Tipper,2026-03-04,8.5,8.5,14500,Rate card,123250,50000,173250,17325,GST,173250,17325
REV00379,USE00792,JOB0025,DZ001,Dozer D6,2026-03-04,9.0,9.0,23000,Rate card,207000,90000,297000,29700,GST,297000,29700
REV00380,USE00546,JOB0017,BC001,Bobcat+8T Tipper,2026-03-05,9.0,9.0,14500,Rate card,130500,50000,180500,18050,GST,180500,18050
REV00381,USE00518,JOB0017,DZ001,Dozer D6,2026-03-05,9.0,9.0,23000,Rate card,207000,90000,297000,29700,GST,297000,29700
REV00382,USE00560,JOB0017,EX001,13T Excavator,2026-03-05,12.0,12.0,14000,Rate card,168000,0,168000,16800,GST,168000,16800
REV00383,USE00574,JOB0017,EX002,20T Excavator,2026-03-05,8.0,8.0,15000,Rate card,120000,0,120000,12000,GST,120000,12000
REV00384,USE00532,JOB0017,EX003,26T Excavator,2026-03-05,8.5,8.5,15000,Rate card,127500,0,127500,12750,GST,127500,12750
REV00385,USE00810,JOB0025,BC001,Bobcat+8T Tipper,2026-03-05,7.5,7.5,14500,Rate card,108750,50000,158750,15875,GST,158750,15875
REV00386,USE00793,JOB0025,DZ001,Dozer D6,2026-03-05,8.0,8.0,23000,Rate card,184000,90000,274000,27400,GST,274000,27400
